"Category","air temp","ground temp"
0,0,0
1,20,20
2,20,20
3,20.217391304347814,20
4,20.217391304347814,20
5,20.217391304347814,20
6,20.217391304347814,20
7,20.434782608695627,20
8,20.217391304347814,20
9,20.217391304347814,20
10,20.217391304347814,20
11,20.217391304347814,20.100000000000023
12,20.217391304347814,20.100000000000023
13,20.434782608695627,20.100000000000023
14,20.434782608695627,20.100000000000023
15,20.217391304347814,20.100000000000023
16,20.217391304347814,20.100000000000023
17,20,20.100000000000023
18,20.217391304347814,20.19999999999999
19,20.434782608695627,20.19999999999999
20,20.434782608695627,20.19999999999999
21,20.652173913043498,20.19999999999999
22,20.652173913043498,20.19999999999999
23,20.86956521739131,20.100000000000023
24,20.86956521739131,20.100000000000023
25,20.652173913043498,20.100000000000023
26,21.086956521739125,20.100000000000023
27,21.086956521739125,20
28,21.739130434782624,20
29,21.956521739130437,20
30,22.391304347826065,20
31,22.391304347826065,20.100000000000023
32,22.391304347826065,20.100000000000023
33,23.043478260869563,20.100000000000023
34,23.69565217391306,20.100000000000023
35,23.260869565217376,20.100000000000023
36,23.69565217391306,20.100000000000023
37,23.69565217391306,20.100000000000023
38,23.913043478260875,20.19999999999999
39,24.13043478260869,20.19999999999999
40,24.13043478260869,20.19999999999999
41,23.260869565217376,20.19999999999999
42,23.69565217391306,20.19999999999999
43,23.478260869565247,20.19999999999999
44,23.69565217391306,20.30000000000001
45,23.69565217391306,20.30000000000001
46,23.478260869565247,20.30000000000001
47,23.69565217391306,20.399999999999977
48,23.043478260869563,20.399999999999977
49,23.913043478260875,20.19999999999999
50,23.913043478260875,20.19999999999999
51,23.043478260869563,20.30000000000001
52,23.260869565217376,20.19999999999999
53,23.913043478260875,20.19999999999999
54,24.13043478260869,20.19999999999999
55,23.69565217391306,20.30000000000001
56,23.69565217391306,20.100000000000023
57,23.478260869565247,20.100000000000023
58,24.347826086956502,20.100000000000023
59,24.13043478260869,20.19999999999999
60,24.13043478260869,20.30000000000001
61,24.347826086956502,20.100000000000023
62,24.782608695652186,20.100000000000023
63,24.782608695652186,20.100000000000023
64,24.565217391304373,20.100000000000023
65,24.782608695652186,20.19999999999999
66,24.347826086956502,20.100000000000023
67,24.565217391304373,20.100000000000023
68,25,20.100000000000023
69,25.652173913043498,20.30000000000001
70,25,20.19999999999999
71,24.565217391304373,20.100000000000023
72,24.565217391304373,20.19999999999999
73,24.565217391304373,20.19999999999999
74,24.347826086956502,20.30000000000001
75,24.565217391304373,20.399999999999977
76,24.565217391304373,20.399999999999977
77,25.434782608695627,20.399999999999977
78,25.86956521739131,20.69999999999999
79,26.086956521739125,20.600000000000023
80,26.521739130434753,20.69999999999999
81,26.521739130434753,20.600000000000023
82,26.30434782608694,20.600000000000023
83,25.652173913043498,20.69999999999999
84,25.434782608695627,20.69999999999999
85,25.434782608695627,20.69999999999999
86,25.217391304347814,20.80000000000001
87,23.913043478260875,20.600000000000023
88,24.782608695652186,20.600000000000023
89,26.30434782608694,20.600000000000023
90,26.086956521739125,20.5
91,26.521739130434753,20.600000000000023
92,26.521739130434753,20.30000000000001
93,26.086956521739125,20.600000000000023
94,25.86956521739131,20.30000000000001
95,25.652173913043498,20.30000000000001
96,26.521739130434753,20.30000000000001
97,25.86956521739131,20.5
98,25.86956521739131,20.5
99,26.739130434782624,20.399999999999977
100,26.521739130434753,20.399999999999977
101,26.086956521739125,20.5
102,26.086956521739125,20.600000000000023
103,25.217391304347814,20.600000000000023
104,25.434782608695627,20.600000000000023
105,24.782608695652186,20.600000000000023
106,25,20.5
107,25.652173913043498,20.600000000000023
108,25.86956521739131,20.399999999999977
109,26.521739130434753,20.399999999999977
110,26.521739130434753,20.5
111,26.30434782608694,20.5
112,25.86956521739131,20.5
113,26.086956521739125,20.5
114,26.086956521739125,20.5
115,26.30434782608694,20.5
116,26.086956521739125,20.399999999999977
117,25.86956521739131,20.5
118,26.30434782608694,20.399999999999977
119,26.521739130434753,20.5
120,26.521739130434753,20.399999999999977
121,27.82608695652175,20.30000000000001
122,27.82608695652175,20.30000000000001
123,28.260869565217376,20.399999999999977
124,27.82608695652175,20.19999999999999
125,28.043478260869563,20
126,26.956521739130437,20
127,27.391304347826065,20
128,27.17391304347825,20.100000000000023
129,26.956521739130437,20
130,26.739130434782624,20.100000000000023
131,26.739130434782624,20.100000000000023
132,25.652173913043498,20.19999999999999
133,25.86956521739131,20.30000000000001
134,26.086956521739125,20.399999999999977
135,26.30434782608694,20.30000000000001
136,27.17391304347825,20.30000000000001
137,27.608695652173935,20.399999999999977
138,26.956521739130437,20.600000000000023
139,26.956521739130437,20.600000000000023
140,26.956521739130437,20.600000000000023
141,26.521739130434753,20.69999999999999
142,26.956521739130437,20.69999999999999
143,25,20.600000000000023
144,26.521739130434753,20.69999999999999
145,28.69565217391306,21
146,28.260869565217376,21.100000000000023
147,28.043478260869563,21.100000000000023
148,27.608695652173935,21.100000000000023
149,26.739130434782624,21.19999999999999
150,26.739130434782624,21.100000000000023
151,25.434782608695627,21.100000000000023
152,25.434782608695627,21.19999999999999
153,25.652173913043498,21.30000000000001
154,25.86956521739131,21.5
155,25.86956521739131,21.30000000000001
156,25.86956521739131,21.30000000000001
157,26.739130434782624,21.100000000000023
158,26.956521739130437,21
159,26.956521739130437,21
