"Category","air temp","ground temp", "albedo"
165,31.269841269841265,29.600000000000023,0.25
166,31.111111111111086,29.899999999999977,0.25
167,30.793650793650784,30.100000000000023,0.25
168,30.15873015873018,30,0.25
169,29.52380952380952,29.600000000000023,0.25
170,29.365079365079396,29.30000000000001,0.25
171,29.52380952380952,29.899999999999977,0.25
172,29.365079365079396,29.899999999999977,0.25
173,29.84126984126982,29.899999999999977,0.25
174,30.47619047619048,29.69999999999999,0.25
175,30.952380952380963,29.30000000000001,0.25
176,30.317460317460302,29,0.25
177,30.793650793650784,28.899999999999977,0.25
178,30.793650793650784,29,0.25
179,30.952380952380963,29,0.25
180,30.634920634920604,29.30000000000001,0.25
181,30.634920634920604,28.899999999999977,0.25
182,30.47619047619048,28.69999999999999,0.25
183,31.111111111111086,28.399999999999977,0.25
184,31.428571428571445,28.600000000000023,0.25
185,31.111111111111086,28.69999999999999,0.25
186,31.111111111111086,29.19999999999999,0.25
187,31.269841269841265,29.5,0.25
188,31.587301587301567,29.600000000000023,0.25
189,30.634920634920604,30,0.25
190,30.15873015873018,30.19999999999999,0.25
191,30.793650793650784,29.69999999999999,0.25
192,30.15873015873018,29.80000000000001,0.25
193,29.84126984126982,29.899999999999977,0.25
194,28.888888888888914,29.80000000000001,0.25
195,29.047619047619037,29.80000000000001,0.25
196,28.888888888888914,29.69999999999999,0.25
197,28.571428571428555,29.5,0.25
198,28.412698412698433,29.600000000000023,0.25
199,28.095238095238074,29.80000000000001,0.25
200,28.571428571428555,29.80000000000001,0.25
201,28.888888888888914,30.100000000000023,0.25
202,28.730158730158735,30.30000000000001,0.25
203,28.412698412698433,30.399999999999977,0.25
204,28.253968253968253,30.19999999999999,0.25
205,27.77777777777777,30.30000000000001,0.25
206,27.619047619047592,30.30000000000001,0.25
207,27.46031746031747,30.69999999999999,0.25
208,27.619047619047592,30.5,0.25
209,27.77777777777777,30.5,0.25
210,28.095238095238074,30.399999999999977,0.25
211,28.095238095238074,30.5,0.25
212,28.095238095238074,30.5,0.25
213,28.571428571428555,30.5,0.25
214,28.888888888888914,30.19999999999999,0.25
215,28.571428571428555,30.100000000000023,0.25
216,28.888888888888914,29.899999999999977,0.25
217,29.206349206349216,30.399999999999977,0.25
218,29.52380952380952,30.5,0.25
219,29.047619047619037,30.30000000000001,0.25
220,29.206349206349216,29.69999999999999,0.25
221,29.52380952380952,29.5,0.25
222,29.206349206349216,29.30000000000001,0.25
223,29.52380952380952,29.399999999999977,0.25
224,29.682539682539698,29.30000000000001,0.25
225,30.47619047619048,29.19999999999999,0.25
226,29.52380952380952,29.100000000000023,0.25
227,30.15873015873018,29,0.25
228,30.317460317460302,29.100000000000023,0.25
229,29.52380952380952,28.899999999999977,0.25
230,29.206349206349216,29,0.25
231,29.84126984126982,28.80000000000001,0.25
232,29.206349206349216,28.899999999999977,0.25
233,29.682539682539698,29.19999999999999,0.25
234,29.365079365079396,29.399999999999977,0.25
235,29.682539682539698,28.80000000000001,0.25
236,29.365079365079396,28.69999999999999,0.25
237,29.365079365079396,28.899999999999977,0.25
238,29.047619047619037,29.399999999999977,0.25
239,29.84126984126982,29.19999999999999,0.25
240,29.52380952380952,29.30000000000001,0.25
241,29.52380952380952,29.80000000000001,0.25
242,29.365079365079396,29.600000000000023,0.25
243,28.888888888888914,29.69999999999999,0.25
244,29.365079365079396,29.69999999999999,0.25
245,29.52380952380952,29.399999999999977,0.25
246,29.84126984126982,29.19999999999999,0.25
247,29.52380952380952,29.600000000000023,0.25
248,29.52380952380952,29.399999999999977,0.25
249,29.206349206349216,29.19999999999999,0.25
250,28.888888888888914,28.69999999999999,0.25
251,29.52380952380952,28.80000000000001,0.25
252,29.682539682539698,29.100000000000023,0.25
253,29.682539682539698,29.100000000000023,0.25
254,29.047619047619037,28.69999999999999,0.25
255,29.047619047619037,28.899999999999977,0.25
256,29.365079365079396,28.5,0.25
257,28.888888888888914,28.399999999999977,0.25
258,29.52380952380952,28.19999999999999,0.25
259,30.15873015873018,28.19999999999999,0.25
260,31.587301587301567,28.69999999999999,0.25
261,32.06349206349205,28.100000000000023,0.25
262,32.06349206349205,28.19999999999999,0.25
263,31.746031746031747,28.69999999999999,0.25
264,32.22222222222223,28.899999999999977,0.25
265,31.746031746031747,29.100000000000023,0.25
266,30.793650793650784,29.19999999999999,0.25
267,30.317460317460302,29.100000000000023,0.25
268,30.15873015873018,29.19999999999999,0.25
269,29.84126984126982,29.19999999999999,0.25
270,29.84126984126982,29.600000000000023,0.25
271,28.888888888888914,30,0.25
272,29.047619047619037,30.100000000000023,0.25
273,29.365079365079396,30.100000000000023,0.25
274,29.365079365079396,30.19999999999999,0.25
275,29.84126984126982,30.19999999999999,0.25
276,30,30.30000000000001,0.25
277,30,30.30000000000001,0.25
278,30.793650793650784,30.19999999999999,0.25
279,31.587301587301567,31,0.25
280,32.06349206349205,31,0.25
281,31.746031746031747,31,0.25
282,31.746031746031747,30.899999999999977,0.25
283,32.53968253968253,31,0.25
284,32.85714285714289,31,0.25
285,33.01587301587301,30.899999999999977,0.25
286,33.01587301587301,31.19999999999999,0.25
287,32.38095238095241,30.600000000000023,0.25
288,32.85714285714289,30.80000000000001,0.25
289,32.85714285714289,30.600000000000023,0.25
290,32.38095238095241,30.19999999999999,0.25
291,32.69841269841271,30,0.25
292,32.53968253968253,30,0.25
293,32.69841269841271,30.399999999999977,0.25
294,32.85714285714289,30.100000000000023,0.25
295,32.22222222222223,29.80000000000001,0.25
296,32.38095238095241,29.80000000000001,0.25
297,32.38095238095241,30,0.25
298,32.69841269841271,30.399999999999977,0.25
299,32.85714285714289,30.399999999999977,0.25
300,31.428571428571445,30.30000000000001,0.25
301,30.793650793650784,30.600000000000023,0.25
302,30.634920634920604,30.399999999999977,0.25
303,30.15873015873018,30.19999999999999,0.25
304,30.15873015873018,30.100000000000023,0.25
305,30.15873015873018,30.30000000000001,0.25
306,30.634920634920604,30.30000000000001,0.25
307,30.317460317460302,30.30000000000001,0.25
308,30.47619047619048,30.19999999999999,0.25
309,30,29.69999999999999,0.25
310,29.365079365079396,29.69999999999999,0.25
311,30.15873015873018,29.5,0.25
312,29.682539682539698,29.5,0.25
313,29.84126984126982,29.5,0.25
314,30.317460317460302,29.69999999999999,0.25
315,30.317460317460302,29.899999999999977,0.25
316,30.317460317460302,29.899999999999977,0.25
317,29.52380952380952,30,0.25
318,30,30.100000000000023,0.25
319,29.84126984126982,30.399999999999977,0.25
320,29.84126984126982,30.19999999999999,0.25
321,29.84126984126982,30.30000000000001,0.25
322,30.317460317460302,30.69999999999999,0.25
323,30.317460317460302,30.899999999999977,0.25
324,29.682539682539698,30.30000000000001,0.25
325,29.52380952380952,30,0.25
326,29.682539682539698,29.899999999999977,0.25
327,30.317460317460302,30,0.25
328,30.15873015873018,30,0.25
329,30.793650793650784,29.899999999999977,0.25
330,30.317460317460302,30,0.25
331,30.634920634920604,30.399999999999977,0.25
332,30.15873015873018,30.600000000000023,0.25
333,29.84126984126982,30.399999999999977,0.25
334,29.206349206349216,30.5,0.25
335,29.52380952380952,30.80000000000001,0.25
336,28.730158730158735,31,0.25
337,28.571428571428555,30.80000000000001,0.25
338,29.047619047619037,30.5,0.25
339,29.206349206349216,30.80000000000001,0.25
340,30,31.100000000000023,0.25
341,29.84126984126982,31,0.25
342,30.47619047619048,31.100000000000023,0.25
343,30.793650793650784,31.30000000000001,0.25
344,30.47619047619048,31.19999999999999,0.25
345,30.793650793650784,31.399999999999977,0.25
346,31.587301587301567,31.30000000000001,0.25
347,31.428571428571445,31,0.25
348,31.746031746031747,31,0.25
349,31.428571428571445,31.399999999999977,0.25
350,31.111111111111086,31.399999999999977,0.25
351,31.111111111111086,31.600000000000023,0.25
352,30.47619047619048,31.399999999999977,0.25
353,30,31.399999999999977,0.25
354,29.682539682539698,31.5,0.25
355,30,31.600000000000023,0.25
356,30,31.600000000000023,0.25
357,29.682539682539698,32,0.25
358,30.317460317460302,31.899999999999977,0.25
359,30.952380952380963,32,0.25
360,30.634920634920604,31.899999999999977,0.25
361,30.793650793650784,31.80000000000001,0.25
362,30.15873015873018,31.69999999999999,0.25
363,29.682539682539698,31.600000000000023,0.25
364,30,31.100000000000023,0.25
365,30,31,0.25
366,29.84126984126982,31.19999999999999,0.25
367,30,30.899999999999977,0.25
368,30.793650793650784,31.19999999999999,0.25
369,30.952380952380963,31.5,0.25
370,30.47619047619048,31.600000000000023,0.25
371,30.634920634920604,31.80000000000001,0.25
372,31.428571428571445,31.69999999999999,0.25
373,31.587301587301567,30.80000000000001,0.25
374,30.952380952380963,30.899999999999977,0.25
375,30,31.30000000000001,0.25
376,29.682539682539698,31,0.25
377,30.634920634920604,30.399999999999977,0.25
378,30.793650793650784,30.899999999999977,0.25
379,30.952380952380963,31.100000000000023,0.25
380,31.269841269841265,31,0.25
381,31.746031746031747,31.100000000000023,0.25
382,31.269841269841265,30.600000000000023,0.25
383,31.269841269841265,30.69999999999999,0.25
384,31.428571428571445,31.19999999999999,0.25
385,30.47619047619048,31.30000000000001,0.25
386,30.317460317460302,31.30000000000001,0.25
387,30.793650793650784,31,0.25
388,30.47619047619048,31,0.25
389,30.793650793650784,30.80000000000001,0.25
390,30.634920634920604,30.69999999999999,0.25
391,30.47619047619048,30.80000000000001,0.25
392,31.111111111111086,30.80000000000001,0.25
393,30.793650793650784,30.899999999999977,0.25
394,30.47619047619048,30.80000000000001,0.25
395,31.111111111111086,30.30000000000001,0.25
396,31.428571428571445,30.30000000000001,0.25
397,31.904761904761926,30.600000000000023,0.25
398,32.06349206349205,30.600000000000023,0.25
399,31.746031746031747,30.80000000000001,0.25
400,32.38095238095241,30.69999999999999,0.25
401,32.53968253968253,30.69999999999999,0.25
402,31.904761904761926,31.100000000000023,0.25
403,31.269841269841265,30.5,0.25
404,31.111111111111086,30.5,0.25
405,30.793650793650784,30.5,0.25
406,30.47619047619048,30.399999999999977,0.25
407,30.634920634920604,30.30000000000001,0.25
408,30.952380952380963,30.19999999999999,0.25
409,31.587301587301567,30.30000000000001,0.25
410,31.428571428571445,30.80000000000001,0.25
411,31.746031746031747,30.80000000000001,0.25
412,31.904761904761926,30.69999999999999,0.25
413,31.269841269841265,30.30000000000001,0.25
414,31.269841269841265,30.399999999999977,0.25
415,31.269841269841265,30.30000000000001,0.25
416,30.793650793650784,30.100000000000023,0.25
417,30.634920634920604,30.100000000000023,0.25
418,31.111111111111086,30,0.25
419,31.269841269841265,29.69999999999999,0.25
420,31.428571428571445,29.600000000000023,0.25
421,30.634920634920604,29.30000000000001,0.25
422,30.317460317460302,29.19999999999999,0.25
423,29.682539682539698,29.30000000000001,0.25
424,30,29.19999999999999,0.25
425,29.84126984126982,29.30000000000001,0.25
426,30.317460317460302,29.600000000000023,0.25
427,30.15873015873018,29.899999999999977,0.25
428,30,30.19999999999999,0.25
429,30.634920634920604,30.399999999999977,0.25
430,30.952380952380963,30.399999999999977,0.25
431,30.793650793650784,30.5,0.25
432,30.952380952380963,30.30000000000001,0.25
433,30.793650793650784,30.30000000000001,0.25
434,30.634920634920604,30.30000000000001,0.25
435,31.428571428571445,30.30000000000001,0.25
436,30.952380952380963,30.19999999999999,0.25
437,31.111111111111086,29.600000000000023,0.25
438,30.317460317460302,29.5,0.25
439,30.634920634920604,29.69999999999999,0.25
440,31.111111111111086,29.399999999999977,0.25
441,30.793650793650784,29.30000000000001,0.25
442,30.317460317460302,29.30000000000001,0.25
443,30.952380952380963,29.19999999999999,0.25
444,31.111111111111086,29,0.25
445,30.634920634920604,29.19999999999999,0.25
446,29.84126984126982,29.19999999999999,0.25
447,29.682539682539698,29,0.25
448,30.15873015873018,28.30000000000001,0.25
449,30.634920634920604,28,0.25
450,30.47619047619048,28.100000000000023,0.25
451,30.793650793650784,28.600000000000023,0.25
452,30,28.399999999999977,0.25
453,30.793650793650784,28.30000000000001,0.25
454,30.952380952380963,28.399999999999977,0.25
455,30.952380952380963,28.80000000000001,0.25
456,30.317460317460302,28.80000000000001,0.25
457,30.634920634920604,29.19999999999999,0.25
458,30.317460317460302,29.19999999999999,0.25
459,29.84126984126982,29.100000000000023,0.25
460,29.84126984126982,28.69999999999999,0.25
461,30.317460317460302,28.80000000000001,0.25
462,29.682539682539698,29,0.25
463,29.84126984126982,29.600000000000023,0.25
464,30,29.5,0.25
465,29.365079365079396,29.69999999999999,0.25
466,29.206349206349216,29.80000000000001,0.25
467,29.206349206349216,30,0.25
468,29.206349206349216,29.600000000000023,0.25
469,28.888888888888914,29.30000000000001,0.25
470,28.730158730158735,29.69999999999999,0.25
471,28.730158730158735,29.600000000000023,0.25
472,29.682539682539698,29.5,0.25
473,29.52380952380952,29.5,0.25
474,29.206349206349216,29.69999999999999,0.25
475,29.52380952380952,29.899999999999977,0.25
476,29.52380952380952,29.899999999999977,0.25
477,30,30.19999999999999,0.25
478,29.682539682539698,30.100000000000023,0.25
479,29.84126984126982,29.69999999999999,0.25
480,29.84126984126982,30.100000000000023,0.25
481,30.634920634920604,29.600000000000023,0.25
482,30.634920634920604,30,0.25
483,30,29.899999999999977,0.25
484,30.15873015873018,30,0.25
485,30,30,0.25
486,29.365079365079396,29.69999999999999,0.25
487,29.52380952380952,29.80000000000001,0.25
488,28.888888888888914,29.19999999999999,0.25
489,28.888888888888914,29,0.25
490,29.047619047619037,28.80000000000001,0.25
491,28.730158730158735,28.80000000000001,0.25
492,29.047619047619037,29.100000000000023,0.25
493,28.571428571428555,29.399999999999977,0.25
494,28.730158730158735,29.19999999999999,0.25
495,28.730158730158735,29.30000000000001,0.25
496,28.571428571428555,28.899999999999977,0.25
497,28.730158730158735,29,0.25
498,29.206349206349216,28.80000000000001,0.25
499,29.365079365079396,29,0.25
500,29.206349206349216,29.19999999999999,0.25
501,30.15873015873018,28.899999999999977,0.25
502,29.206349206349216,28.80000000000001,0.25
503,29.52380952380952,29,0.25
504,29.52380952380952,28.899999999999977,0.25
505,29.365079365079396,28.80000000000001,0.25
506,29.365079365079396,28.899999999999977,0.25
507,29.84126984126982,29.100000000000023,0.25
508,29.84126984126982,29.19999999999999,0.25
509,29.682539682539698,29.19999999999999,0.25
510,29.682539682539698,29.100000000000023,0.25
511,30.15873015873018,29.100000000000023,0.25
512,30,29.100000000000023,0.25
513,29.682539682539698,29.19999999999999,0.25
514,29.52380952380952,29.30000000000001,0.25
515,29.206349206349216,28.899999999999977,0.25
516,28.888888888888914,29.100000000000023,0.25
517,28.730158730158735,29.100000000000023,0.25
518,28.412698412698433,28.899999999999977,0.25
519,28.730158730158735,28.5,0.25
520,29.682539682539698,28.5,0.25
521,30,28.600000000000023,0.25
522,29.682539682539698,28.69999999999999,0.25
523,29.52380952380952,28.30000000000001,0.25
524,29.047619047619037,28.30000000000001,0.25
525,29.206349206349216,28.5,0.25
526,28.730158730158735,28.600000000000023,0.25
527,28.888888888888914,28.80000000000001,0.25
528,29.365079365079396,28.5,0.25
529,28.888888888888914,28.899999999999977,0.25
530,29.047619047619037,29.100000000000023,0.25
531,28.571428571428555,29.399999999999977,0.25
532,28.253968253968253,29.30000000000001,0.25
533,28.095238095238074,29.30000000000001,0.25
534,27.30158730158729,29.5,0.25
535,27.619047619047592,29.399999999999977,0.25
536,27.77777777777777,29.399999999999977,0.25
537,28.253968253968253,29.5,0.25
538,28.412698412698433,29.5,0.25
539,29.047619047619037,29.100000000000023,0.25
540,29.047619047619037,29.100000000000023,0.25
541,29.52380952380952,29,0.25
542,29.84126984126982,29.399999999999977,0.25
543,30.15873015873018,29.69999999999999,0.25
544,30.15873015873018,29.5,0.25
545,30.952380952380963,29.80000000000001,0.25
546,30.793650793650784,29.69999999999999,0.25
547,29.52380952380952,29.899999999999977,0.25
548,29.682539682539698,29.100000000000023,0.25
549,30,29.19999999999999,0.25
550,30.317460317460302,29.100000000000023,0.25
551,30.47619047619048,28.69999999999999,0.25
552,30.634920634920604,29.100000000000023,0.25
553,30.47619047619048,29.30000000000001,0.25
554,30,29.19999999999999,0.25
555,29.84126984126982,29.30000000000001,0.25
556,30.317460317460302,29.5,0.25
557,29.206349206349216,29.5,0.25
558,29.365079365079396,29.399999999999977,0.25
559,28.888888888888914,29.399999999999977,0.25
560,28.888888888888914,29.5,0.25
561,28.888888888888914,29.30000000000001,0.25
562,28.571428571428555,29,0.25
563,28.571428571428555,29,0.25
564,28.412698412698433,28.899999999999977,0.25
565,27.93650793650795,29.30000000000001,0.25
566,28.095238095238074,29.399999999999977,0.25
567,28.888888888888914,29.30000000000001,0.25
568,28.730158730158735,29,0.25
569,28.730158730158735,29.5,0.25
570,29.047619047619037,29.5,0.25
571,29.84126984126982,29.80000000000001,0.25
572,29.682539682539698,29.69999999999999,0.25
573,29.682539682539698,29.19999999999999,0.25
574,29.52380952380952,29,0.25
575,29.52380952380952,28.69999999999999,0.25
576,30,28.600000000000023,0.25
577,30.47619047619048,28.69999999999999,0.25
578,30.952380952380963,28.69999999999999,0.25
579,31.269841269841265,28.80000000000001,0.25
580,30.15873015873018,29,0.25
581,30.317460317460302,29.100000000000023,0.25
582,30.317460317460302,29,0.25
583,30,29.19999999999999,0.25
584,30.634920634920604,28.600000000000023,0.25
585,30.952380952380963,28.899999999999977,0.25
586,30.317460317460302,29.19999999999999,0.25
587,30,29.30000000000001,0.25
588,29.365079365079396,29.899999999999977,0.25
589,29.682539682539698,29.80000000000001,0.25
590,30.15873015873018,29.600000000000023,0.25
591,30.634920634920604,29.19999999999999,0.25
592,30.634920634920604,29.19999999999999,0.25
593,30.47619047619048,29.5,0.25
594,30.317460317460302,29.80000000000001,0.25
595,31.111111111111086,29.899999999999977,0.25
596,31.587301587301567,29.80000000000001,0.25
597,31.904761904761926,29.899999999999977,0.25
598,31.269841269841265,29.600000000000023,0.25
599,31.587301587301567,29.600000000000023,0.25
600,30.952380952380963,29.399999999999977,0.25
601,31.111111111111086,29.600000000000023,0.25
602,31.111111111111086,29.69999999999999,0.25
603,31.746031746031747,29,0.25
604,31.428571428571445,29.19999999999999,0.25
605,31.269841269841265,29.30000000000001,0.25
606,31.269841269841265,29.30000000000001,0.25
607,30.952380952380963,29.399999999999977,0.25
608,30.952380952380963,29.30000000000001,0.25
609,30.634920634920604,29.30000000000001,0.25
610,30.793650793650784,29.30000000000001,0.25
611,30.15873015873018,29.600000000000023,0.25
612,30,30,0.25
613,30.47619047619048,29.5,0.25
614,30.793650793650784,29.5,0.25
615,30.47619047619048,29.399999999999977,0.25
616,30.15873015873018,29.399999999999977,0.25
617,30.15873015873018,29.80000000000001,0.25
618,30,29.80000000000001,0.25
619,29.84126984126982,29.899999999999977,0.25
620,29.682539682539698,29.69999999999999,0.25
621,28.888888888888914,30.100000000000023,0.25
622,29.365079365079396,30.30000000000001,0.25
623,29.206349206349216,30.100000000000023,0.25
624,29.365079365079396,29.80000000000001,0.25
625,30,29.69999999999999,0.25
626,29.52380952380952,29.600000000000023,0.25
627,28.571428571428555,29.600000000000023,0.25
628,28.888888888888914,28.80000000000001,0.25
629,29.52380952380952,29.30000000000001,0.25
630,29.365079365079396,29.69999999999999,0.25
631,29.047619047619037,30,0.25
632,28.571428571428555,30.100000000000023,0.25
633,28.571428571428555,29.5,0.25
634,28.888888888888914,29.5,0.25
635,28.888888888888914,29.30000000000001,0.25
636,29.206349206349216,29.30000000000001,0.25
637,29.52380952380952,29.30000000000001,0.25
638,30,29.100000000000023,0.25
639,29.52380952380952,29.100000000000023,0.25
640,29.365079365079396,29.19999999999999,0.25
641,29.52380952380952,29.600000000000023,0.25
642,29.206349206349216,29.80000000000001,0.25
643,29.682539682539698,29.69999999999999,0.25
644,29.206349206349216,30,0.25
645,29.365079365079396,29.899999999999977,0.25
646,29.52380952380952,30.19999999999999,0.25
647,30,29.899999999999977,0.25
648,29.84126984126982,30.399999999999977,0.25
649,30.47619047619048,30.30000000000001,0.25
650,31.269841269841265,30.399999999999977,0.25
651,31.428571428571445,30.69999999999999,0.25
652,31.587301587301567,30.899999999999977,0.25
653,31.587301587301567,30.69999999999999,0.25
654,31.269841269841265,31,0.25
655,31.587301587301567,31.100000000000023,0.25
656,30.634920634920604,31.100000000000023,0.25
657,30.317460317460302,30.899999999999977,0.25
658,30.15873015873018,30.80000000000001,0.25
659,30,30.5,0.25
660,30,30.5,0.25
661,29.365079365079396,30.5,0.25
662,29.84126984126982,30.399999999999977,0.25
663,29.84126984126982,30.399999999999977,0.25
664,30,30.899999999999977,0.25
665,29.84126984126982,31.30000000000001,0.25
666,30.47619047619048,30.600000000000023,0.25
667,30.952380952380963,30.399999999999977,0.25
668,30.793650793650784,30.69999999999999,0.25
669,29.84126984126982,30.5,0.25
670,29.52380952380952,30.30000000000001,0.25
671,29.84126984126982,29.69999999999999,0.25
672,29.047619047619037,30.100000000000023,0.25
673,28.888888888888914,30.19999999999999,0.25
674,29.047619047619037,29.899999999999977,0.25
675,29.206349206349216,29.899999999999977,0.25
676,29.047619047619037,29.899999999999977,0.25
677,29.047619047619037,30.19999999999999,0.25
678,29.047619047619037,30.19999999999999,0.25
679,29.206349206349216,30.399999999999977,0.25
680,29.206349206349216,30.399999999999977,0.25
681,29.206349206349216,30.399999999999977,0.25
682,29.52380952380952,30.19999999999999,0.25
683,29.52380952380952,30.5,0.25
684,29.52380952380952,30.80000000000001,0.25
685,29.365079365079396,31.399999999999977,0.25
686,29.682539682539698,31.100000000000023,0.25
687,30.15873015873018,30.19999999999999,0.25
688,29.682539682539698,29.80000000000001,0.25
689,29.365079365079396,29.69999999999999,0.25
690,28.888888888888914,29.5,0.25
691,29.206349206349216,29.5,0.25
