"Category","air temp","ground temp", "albedo"
692,29.682539682539698,29.399999999999977,0.25
693,29.206349206349216,29,0.25
694,28.571428571428555,28.899999999999977,0.25
695,29.365079365079396,29,0.25
696,29.047619047619037,28.80000000000001,0.25
697,28.571428571428555,28.80000000000001,0.25
698,28.888888888888914,29,0.25
699,29.047619047619037,29,0.25
700,29.365079365079396,29.19999999999999,0.25
701,29.365079365079396,29.80000000000001,0.25
702,28.412698412698433,30.30000000000001,0.25
703,27.93650793650795,30.30000000000001,0.25
704,27.46031746031747,30.5,0.25
705,27.77777777777777,30.19999999999999,0.25
706,28.412698412698433,30,0.25
707,28.888888888888914,30.100000000000023,0.25
708,29.047619047619037,30.100000000000023,0.25
709,29.206349206349216,30,0.25
710,28.888888888888914,29.899999999999977,0.25
711,29.52380952380952,30.100000000000023,0.25
712,29.206349206349216,29.899999999999977,0.25
713,29.52380952380952,29.80000000000001,0.25
714,29.365079365079396,29.80000000000001,0.25
715,30,29.899999999999977,0.25
716,29.682539682539698,30.30000000000001,0.25
717,29.84126984126982,29.69999999999999,0.25
718,29.84126984126982,29.899999999999977,0.25
719,29.84126984126982,29.69999999999999,0.25
720,29.682539682539698,29.69999999999999,0.25
721,29.84126984126982,30,0.25
722,28.730158730158735,30.399999999999977,0.25
723,27.619047619047592,30.600000000000023,0.25
724,28.095238095238074,30.30000000000001,0.25
725,28.412698412698433,30.600000000000023,0.25
726,27.93650793650795,30.600000000000023,0.25
727,27.30158730158729,30.69999999999999,0.25
728,27.30158730158729,30.5,0.25
729,26.666666666666686,30.100000000000023,0.25
730,26.984126984126988,29.899999999999977,0.25
731,27.142857142857167,29.5,0.25
732,26.984126984126988,29.19999999999999,0.25
733,27.30158730158729,29,0.25
734,27.142857142857167,29.100000000000023,0.25
735,27.77777777777777,29.5,0.25
736,28.730158730158735,29.399999999999977,0.25
737,28.253968253968253,29.5,0.25
738,28.730158730158735,28.899999999999977,0.25
739,28.888888888888914,29.399999999999977,0.25
740,28.412698412698433,29.600000000000023,0.25
741,28.571428571428555,30.100000000000023,0.25
742,28.095238095238074,30.399999999999977,0.25
743,28.888888888888914,30.19999999999999,0.25
744,28.571428571428555,30.30000000000001,0.25
745,28.253968253968253,30.600000000000023,0.25
746,28.571428571428555,31,0.25
747,28.571428571428555,30.899999999999977,0.25
748,28.571428571428555,30.80000000000001,0.25
749,28.730158730158735,31.19999999999999,0.25
750,28.095238095238074,30.899999999999977,0.25
751,27.619047619047592,31,0.25
752,27.93650793650795,30.899999999999977,0.25
753,27.93650793650795,31.600000000000023,0.25
754,28.095238095238074,31,0.25
755,28.253968253968253,30.69999999999999,0.25
756,28.571428571428555,30.600000000000023,0.25
757,28.730158730158735,30.5,0.25
758,28.253968253968253,30.69999999999999,0.25
759,28.412698412698433,30.80000000000001,0.25
760,28.571428571428555,30.899999999999977,0.25
761,28.730158730158735,31,0.25
762,28.888888888888914,30.399999999999977,0.25
763,29.206349206349216,30.100000000000023,0.25
764,28.888888888888914,29.69999999999999,0.25
765,28.571428571428555,29.69999999999999,0.25
766,29.206349206349216,29.899999999999977,0.25
767,28.412698412698433,30,0.25
768,29.047619047619037,29.899999999999977,0.25
769,29.206349206349216,29.80000000000001,0.25
770,28.888888888888914,29.899999999999977,0.25
771,28.571428571428555,29.5,0.25
772,29.047619047619037,29.80000000000001,0.25
773,28.730158730158735,30.19999999999999,0.25
774,28.888888888888914,29.899999999999977,0.25
775,28.253968253968253,30,0.25
776,28.730158730158735,30.600000000000023,0.25
777,28.730158730158735,30.69999999999999,0.25
778,28.253968253968253,30.5,0.25
779,28.412698412698433,30.899999999999977,0.25
780,28.730158730158735,30.69999999999999,0.25
781,28.730158730158735,30.80000000000001,0.25
782,28.571428571428555,30.80000000000001,0.25
783,28.888888888888914,30.5,0.25
784,29.206349206349216,30.5,0.25
785,28.571428571428555,30.399999999999977,0.25
786,28.888888888888914,30.5,0.25
787,30.15873015873018,30.19999999999999,0.25
788,30.15873015873018,30,0.25
789,29.682539682539698,30,0.25
790,29.682539682539698,30,0.25
791,29.206349206349216,29.899999999999977,0.25
792,28.730158730158735,29.899999999999977,0.25
793,28.730158730158735,30,0.25
794,29.206349206349216,29.899999999999977,0.25
795,29.365079365079396,29.80000000000001,0.25
796,29.52380952380952,29.5,0.25
797,29.206349206349216,29.399999999999977,0.25
798,29.365079365079396,29.30000000000001,0.25
799,29.682539682539698,29.600000000000023,0.25
800,29.52380952380952,29.600000000000023,0.25
801,29.682539682539698,29.69999999999999,0.25
802,29.84126984126982,29.5,0.25
803,29.365079365079396,29.30000000000001,0.25
804,30,29.69999999999999,0.25
805,30.317460317460302,29.600000000000023,0.25
806,30.634920634920604,29.399999999999977,0.25
807,30,29.30000000000001,0.25
808,29.682539682539698,29.30000000000001,0.25
809,29.365079365079396,29.80000000000001,0.25
810,29.206349206349216,29.399999999999977,0.25
811,29.365079365079396,29.19999999999999,0.25
812,29.52380952380952,29.30000000000001,0.25
813,29.52380952380952,29.5,0.25
814,29.682539682539698,29.899999999999977,0.25
815,29.206349206349216,29.899999999999977,0.25
816,29.365079365079396,30.30000000000001,0.25
817,29.84126984126982,29.899999999999977,0.25
818,29.682539682539698,29.80000000000001,0.25
819,29.365079365079396,29.899999999999977,0.25
820,30.15873015873018,30.30000000000001,0.25
821,30.317460317460302,30.30000000000001,0.25
822,30.634920634920604,30.19999999999999,0.25
823,30.793650793650784,30.100000000000023,0.25
824,30.952380952380963,30.30000000000001,0.25
825,31.269841269841265,30.600000000000023,0.25
826,31.111111111111086,30.30000000000001,0.25
827,31.269841269841265,30.600000000000023,0.25
828,31.746031746031747,29.80000000000001,0.25
829,32.22222222222223,29.899999999999977,0.25
830,31.746031746031747,30.100000000000023,0.25
831,32.06349206349205,30.19999999999999,0.25
832,31.587301587301567,30,0.25
833,32.22222222222223,30.19999999999999,0.25
834,32.22222222222223,30,0.25
835,31.111111111111086,30.100000000000023,0.25
836,31.587301587301567,30,0.25
837,31.587301587301567,30,0.25
838,31.904761904761926,30.399999999999977,0.25
839,31.428571428571445,30.600000000000023,0.25
840,30.952380952380963,30.899999999999977,0.25
841,30.317460317460302,30.69999999999999,0.25
842,30.15873015873018,30.69999999999999,0.25
843,30.317460317460302,30.100000000000023,0.25
844,30.634920634920604,30.399999999999977,0.25
845,30.793650793650784,30,0.25
846,30.634920634920604,30,0.25
847,30.47619047619048,30.100000000000023,0.25
848,30.634920634920604,30.19999999999999,0.25
849,30.634920634920604,30.69999999999999,0.25
850,30.317460317460302,30.80000000000001,0.25
851,29.682539682539698,30.600000000000023,0.25
852,28.730158730158735,30.69999999999999,0.25
853,28.412698412698433,30.600000000000023,0.25
854,28.730158730158735,30.399999999999977,0.25
855,28.888888888888914,30.69999999999999,0.25
856,28.730158730158735,31,0.25
857,28.571428571428555,31.5,0.25
858,28.571428571428555,31.80000000000001,0.25
859,28.730158730158735,31.69999999999999,0.25
860,29.206349206349216,31.899999999999977,0.25
861,29.365079365079396,31.80000000000001,0.25
862,29.84126984126982,31.399999999999977,0.25
863,29.047619047619037,31.399999999999977,0.25
864,29.682539682539698,32,0.25
865,29.682539682539698,32.10000000000002,0.25
866,30.317460317460302,31.80000000000001,0.25
867,30.15873015873018,31.600000000000023,0.25
868,30.317460317460302,31.5,0.25
869,30.634920634920604,31.5,0.25
870,31.269841269841265,31.80000000000001,0.25
871,30.793650793650784,31.899999999999977,0.25
872,30.634920634920604,31.69999999999999,0.25
873,30.952380952380963,31.5,0.25
874,31.428571428571445,31.30000000000001,0.25
875,30.793650793650784,31.600000000000023,0.25
876,30.952380952380963,31.69999999999999,0.25
877,31.111111111111086,31.5,0.25
878,30.952380952380963,31.5,0.25
879,31.269841269841265,31.30000000000001,0.25
880,31.746031746031747,31.69999999999999,0.25
881,31.904761904761926,31.69999999999999,0.25
882,32.38095238095241,32.19999999999999,0.25
883,32.38095238095241,32.19999999999999,0.25
884,32.06349206349205,31.69999999999999,0.25
885,32.22222222222223,31.69999999999999,0.25
886,32.06349206349205,31.80000000000001,0.25
887,31.428571428571445,31.80000000000001,0.25
888,31.269841269841265,31.5,0.25
889,31.428571428571445,31.399999999999977,0.25
890,31.111111111111086,31.5,0.25
891,31.587301587301567,31.30000000000001,0.25
892,31.269841269841265,30.899999999999977,0.25
893,30.952380952380963,30.899999999999977,0.25
894,30.793650793650784,31.399999999999977,0.25
895,29.84126984126982,31.30000000000001,0.25
896,29.365079365079396,30.899999999999977,0.25
897,29.52380952380952,30.899999999999977,0.25
898,29.682539682539698,30.80000000000001,0.25
899,30,31.30000000000001,0.25
900,29.365079365079396,31.19999999999999,0.25
901,29.52380952380952,31.100000000000023,0.25
902,30.15873015873018,31.5,0.25
903,30.47619047619048,31.399999999999977,0.25
904,29.84126984126982,31.19999999999999,0.25
905,29.84126984126982,31.100000000000023,0.25
906,30.317460317460302,31.19999999999999,0.25
907,30.634920634920604,31,0.25
908,30.317460317460302,31,0.25
909,30.793650793650784,30.899999999999977,0.25
910,29.84126984126982,31,0.25
911,29.047619047619037,31.19999999999999,0.25
912,28.888888888888914,31.100000000000023,0.25
913,28.730158730158735,31.399999999999977,0.25
914,29.206349206349216,31.399999999999977,0.25
915,28.730158730158735,31.5,0.25
916,28.412698412698433,32,0.25
917,28.571428571428555,31.399999999999977,0.25
918,28.412698412698433,31,0.25
919,28.571428571428555,30.899999999999977,0.25
920,28.253968253968253,31.19999999999999,0.25
921,27.619047619047592,31.19999999999999,0.25
922,27.46031746031747,31.30000000000001,0.25
923,27.619047619047592,31.100000000000023,0.25
924,28.095238095238074,30.5,0.25
925,28.412698412698433,30.399999999999977,0.25
926,28.412698412698433,30.399999999999977,0.25
927,28.412698412698433,30.100000000000023,0.25
928,29.365079365079396,29.899999999999977,0.25
929,29.365079365079396,29.30000000000001,0.25
930,29.365079365079396,29.100000000000023,0.25
931,30,29.30000000000001,0.25
932,30,29.5,0.25
933,30.15873015873018,29,0.25
934,30.952380952380963,29,0.25
935,30.47619047619048,28.69999999999999,0.25
936,30.15873015873018,28.5,0.25
937,30.15873015873018,28.80000000000001,0.25
938,30,29,0.25
939,29.206349206349216,28.80000000000001,0.25
940,28.888888888888914,28.899999999999977,0.25
941,28.730158730158735,29.19999999999999,0.25
942,29.365079365079396,29.80000000000001,0.25
943,29.206349206349216,29.69999999999999,0.25
944,29.682539682539698,29.399999999999977,0.25
945,30,29.30000000000001,0.25
946,30.15873015873018,29.399999999999977,0.25
947,29.52380952380952,29.19999999999999,0.25
948,30,28.80000000000001,0.25
949,30,28.80000000000001,0.25
950,29.84126984126982,29.100000000000023,0.25
951,29.84126984126982,29.30000000000001,0.25
952,28.888888888888914,29.899999999999977,0.25
953,29.206349206349216,29.5,0.25
954,29.365079365079396,29.5,0.25
955,29.365079365079396,29.399999999999977,0.25
956,28.888888888888914,29.600000000000023,0.25
957,29.047619047619037,29.5,0.25
958,29.365079365079396,29.899999999999977,0.25
959,29.52380952380952,30,0.25
960,28.888888888888914,30.30000000000001,0.25
961,30.15873015873018,30.80000000000001,0.25
962,30,30.600000000000023,0.25
963,29.365079365079396,30.80000000000001,0.25
964,30.15873015873018,30.80000000000001,0.25
965,30.634920634920604,30.5,0.25
966,30,30.600000000000023,0.25
967,30.15873015873018,30.5,0.25
968,30,30.5,0.25
969,29.365079365079396,30.5,0.25
970,29.52380952380952,30.5,0.25
971,29.047619047619037,30.600000000000023,0.25
972,29.206349206349216,30.30000000000001,0.25
973,28.571428571428555,30,0.25
974,29.206349206349216,29.899999999999977,0.25
975,29.365079365079396,29.600000000000023,0.25
976,29.52380952380952,29.30000000000001,0.25
977,30.15873015873018,29.30000000000001,0.25
978,29.84126984126982,29.399999999999977,0.25
979,30.15873015873018,29.69999999999999,0.25
980,30.15873015873018,29.899999999999977,0.25
981,30,30.399999999999977,0.25
982,30.634920634920604,30.19999999999999,0.25
983,30.634920634920604,30.5,0.25
984,29.84126984126982,30.5,0.25
985,29.52380952380952,30.19999999999999,0.25
986,29.365079365079396,30.600000000000023,0.25
987,29.206349206349216,30.30000000000001,0.25
988,28.888888888888914,30.19999999999999,0.25
989,29.206349206349216,30,0.25
990,29.682539682539698,29.899999999999977,0.25
991,29.365079365079396,30.19999999999999,0.25
992,29.84126984126982,29.899999999999977,0.25
993,29.84126984126982,29.69999999999999,0.25
994,29.682539682539698,29.69999999999999,0.25
995,30.15873015873018,29.899999999999977,0.25
996,30.15873015873018,29.69999999999999,0.25
997,30.793650793650784,30.100000000000023,0.25
998,31.111111111111086,30.100000000000023,0.25
999,31.111111111111086,30.5,0.25
1000,30.952380952380963,30.399999999999977,0.25
1001,30.793650793650784,30,0.25
1002,30.47619047619048,30.100000000000023,0.25
1003,30.47619047619048,30.399999999999977,0.25
1004,30.793650793650784,30.19999999999999,0.25
1005,31.428571428571445,29.80000000000001,0.25
1006,31.587301587301567,29.80000000000001,0.25
1007,31.428571428571445,29.69999999999999,0.25
1008,31.428571428571445,29.899999999999977,0.25
1009,30.952380952380963,30,0.25
1010,30.47619047619048,30.100000000000023,0.25
1011,30.793650793650784,30.19999999999999,0.25
1012,30.47619047619048,30.69999999999999,0.25
1013,29.84126984126982,30.600000000000023,0.25
1014,29.365079365079396,30.19999999999999,0.25
1015,29.047619047619037,30.399999999999977,0.25
1016,29.365079365079396,30.399999999999977,0.25
1017,29.84126984126982,30.600000000000023,0.25
1018,29.84126984126982,30.899999999999977,0.25
1019,29.682539682539698,30.899999999999977,0.25
1020,29.365079365079396,31.30000000000001,0.25
1021,28.888888888888914,31.30000000000001,0.25
1022,28.730158730158735,31.19999999999999,0.25
1023,28.412698412698433,30.69999999999999,0.25
1024,29.047619047619037,30.899999999999977,0.25
1025,28.888888888888914,31,0.25
1026,29.206349206349216,30.899999999999977,0.25
1027,29.682539682539698,30.80000000000001,0.25
1028,29.84126984126982,31.100000000000023,0.25
1029,30,31.600000000000023,0.25
1030,30,31.80000000000001,0.25
1031,30.47619047619048,32,0.25
1032,30.793650793650784,31.899999999999977,0.25
1033,30.47619047619048,31.899999999999977,0.25
1034,30.634920634920604,31.899999999999977,0.25
1035,30.47619047619048,31.80000000000001,0.25
1036,31.587301587301567,31.19999999999999,0.25
1037,31.904761904761926,31.399999999999977,0.25
1038,31.904761904761926,31.399999999999977,0.25
1039,32.85714285714289,31.600000000000023,0.25
1040,32.85714285714289,31.600000000000023,0.25
1041,32.38095238095241,31.69999999999999,0.25
1042,31.746031746031747,31.600000000000023,0.25
1043,31.904761904761926,32.19999999999999,0.25
1044,32.22222222222223,31.80000000000001,0.25
1045,31.746031746031747,32,0.25
1046,31.904761904761926,31.80000000000001,0.25
1047,31.428571428571445,31.600000000000023,0.25
1048,30.793650793650784,32.10000000000002,0.25
1049,31.111111111111086,31.899999999999977,0.25
1050,30.317460317460302,31.5,0.25
1051,29.682539682539698,31.600000000000023,0.25
1052,29.52380952380952,31.899999999999977,0.25
1053,29.52380952380952,31.399999999999977,0.25
1054,29.682539682539698,31.19999999999999,0.25
1055,29.682539682539698,31.19999999999999,0.25
1056,29.84126984126982,31.19999999999999,0.25
1057,29.84126984126982,31.100000000000023,0.25
1058,30,31.100000000000023,0.25
1059,30.15873015873018,30.600000000000023,0.25
1060,31.111111111111086,30,0.25
1061,30,30,0.25
1062,30.15873015873018,29.69999999999999,0.25
1063,30.15873015873018,30,0.25
1064,30.317460317460302,29.600000000000023,0.25
1065,30.15873015873018,29.399999999999977,0.25
1066,30.15873015873018,29.19999999999999,0.25
1067,30.634920634920604,29.19999999999999,0.25
1068,30.47619047619048,29.5,0.25
1069,30,29.100000000000023,0.25
1070,30.952380952380963,29,0.25
1071,30.47619047619048,29.5,0.25
1072,30.634920634920604,29.69999999999999,0.25
1073,30.15873015873018,29.600000000000023,0.25
1074,30.634920634920604,29.80000000000001,0.25
1075,30.317460317460302,29.899999999999977,0.25
1076,30,30.19999999999999,0.25
1077,30,30.19999999999999,0.25
1078,30.634920634920604,29.80000000000001,0.25
1079,30.15873015873018,29.80000000000001,0.25
1080,30.634920634920604,29.899999999999977,0.25
1081,30.634920634920604,30.399999999999977,0.25
1082,30.634920634920604,30.399999999999977,0.25
1083,30.793650793650784,30.5,0.25
1084,30.793650793650784,30.69999999999999,0.25
1085,31.111111111111086,30.69999999999999,0.25
1086,31.111111111111086,30.399999999999977,0.25
1087,30.793650793650784,30.80000000000001,0.25
1088,30.47619047619048,30.399999999999977,0.25
1089,30,30.19999999999999,0.25
1090,30.47619047619048,29.899999999999977,0.25
1091,30.793650793650784,30,0.25
1092,30.634920634920604,29.80000000000001,0.25
1093,30,29.600000000000023,0.25
1094,30,29.399999999999977,0.25
1095,30,29.30000000000001,0.25
1096,29.365079365079396,29.30000000000001,0.25
1097,30,29.5,0.25
1098,30.634920634920604,28.899999999999977,0.25
1099,30.15873015873018,29.30000000000001,0.25
1100,30.317460317460302,29.100000000000023,0.25
1101,29.84126984126982,29.19999999999999,0.25
1102,29.682539682539698,29,0.25
1103,29.365079365079396,28.899999999999977,0.25
1104,29.682539682539698,29,0.25
1105,30,28.80000000000001,0.25
1106,30.634920634920604,29.5,0.25
1107,30.634920634920604,29.600000000000023,0.25
1108,29.52380952380952,29.5,0.25
1109,30,30.100000000000023,0.25
1110,30.317460317460302,29.80000000000001,0.25
1111,29.84126984126982,29.80000000000001,0.25
1112,29.84126984126982,29.69999999999999,0.25
1113,29.365079365079396,30,0.25
1114,29.206349206349216,29.80000000000001,0.25
1115,29.365079365079396,29.30000000000001,0.25
1116,30.15873015873018,29.600000000000023,0.25
1117,30.317460317460302,29.69999999999999,0.25
1118,30.15873015873018,29.80000000000001,0.25
1119,30.47619047619048,30,0.25
1120,30.47619047619048,30,0.25
1121,30.47619047619048,30.19999999999999,0.25
1122,29.84126984126982,30.19999999999999,0.25
1123,30.15873015873018,30,0.25
1124,30,30.600000000000023,0.25
1125,30.15873015873018,30.30000000000001,0.25
1126,30.317460317460302,29.80000000000001,0.25
1127,30.47619047619048,29.69999999999999,0.25
1128,30.15873015873018,29.100000000000023,0.25
1129,30,28.69999999999999,0.25
1130,29.84126984126982,28.69999999999999,0.25
1131,29.52380952380952,29.19999999999999,0.25
1132,29.206349206349216,29.100000000000023,0.25
1133,29.047619047619037,29.100000000000023,0.25
1134,29.682539682539698,28.899999999999977,0.25
1135,30.317460317460302,28.600000000000023,0.25
1136,30.15873015873018,28.80000000000001,0.25
1137,29.365079365079396,28.69999999999999,0.25
1138,29.52380952380952,28.600000000000023,0.25
1139,29.206349206349216,28.399999999999977,0.25
1140,29.52380952380952,28.30000000000001,0.25
1141,29.047619047619037,28.19999999999999,0.25
1142,28.730158730158735,27.899999999999977,0.25
1143,28.888888888888914,28,0.25
1144,28.888888888888914,28.69999999999999,0.25
1145,29.047619047619037,28.80000000000001,0.25
1146,29.682539682539698,28.69999999999999,0.25
1147,29.52380952380952,28.899999999999977,0.25
1148,29.52380952380952,28.5,0.25
1149,29.52380952380952,28.5,0.25
1150,29.84126984126982,28.899999999999977,0.25
1151,29.206349206349216,28.69999999999999,0.25
1152,28.888888888888914,28.5,0.25
1153,29.047619047619037,28.69999999999999,0.25
1154,28.888888888888914,28.69999999999999,0.25
1155,28.571428571428555,28.80000000000001,0.25
1156,28.571428571428555,28.899999999999977,0.25
1157,29.047619047619037,28.600000000000023,0.25
1158,29.206349206349216,28.69999999999999,0.25
1159,29.047619047619037,29.30000000000001,0.25
1160,28.571428571428555,29.30000000000001,0.25
1161,28.412698412698433,29.600000000000023,0.25
1162,28.253968253968253,29.399999999999977,0.25
1163,27.77777777777777,29.19999999999999,0.25
1164,27.30158730158729,29,0.25
1165,27.619047619047592,28.80000000000001,0.25
1166,27.93650793650795,28.100000000000023,0.25
1167,28.095238095238074,28.19999999999999,0.25
1168,28.095238095238074,28.19999999999999,0.25
1169,28.730158730158735,28.30000000000001,0.25
1170,29.365079365079396,28.5,0.25
1171,30,28.69999999999999,0.25
1172,30.47619047619048,28.80000000000001,0.25
1173,30.15873015873018,28.80000000000001,0.25
1174,30.47619047619048,28.899999999999977,0.25
1175,30.634920634920604,29,0.25
1176,30.634920634920604,29,0.25
1177,31.269841269841265,29.19999999999999,0.25
1178,30.793650793650784,29.399999999999977,0.25
1179,30.317460317460302,29.5,0.25
1180,29.682539682539698,29.5,0.25
1181,30,29.80000000000001,0.25
1182,29.52380952380952,29.399999999999977,0.25
1183,29.682539682539698,29.19999999999999,0.25
1184,30.47619047619048,29.399999999999977,0.25
1185,30.634920634920604,29.30000000000001,0.25
1186,30.793650793650784,29.30000000000001,0.25
1187,31.428571428571445,29.19999999999999,0.25
1188,30.793650793650784,29.399999999999977,0.25
1189,30.793650793650784,29.899999999999977,0.25
1190,31.428571428571445,29.80000000000001,0.25
1191,30.952380952380963,29.69999999999999,0.25
1192,31.111111111111086,30,0.25
1193,30.317460317460302,29.600000000000023,0.25
1194,30.634920634920604,29.5,0.25
1195,30.317460317460302,29.69999999999999,0.25
1196,30.634920634920604,29.19999999999999,0.25
1197,30.634920634920604,29.399999999999977,0.25
1198,31.587301587301567,29.69999999999999,0.25
1199,31.428571428571445,30,0.25
1200,31.269841269841265,30.399999999999977,0.25
1201,31.428571428571445,30.100000000000023,0.25
1202,31.904761904761926,30.399999999999977,0.25
1203,31.904761904761926,30.100000000000023,0.25
1204,31.904761904761926,30.399999999999977,0.25
1205,31.269841269841265,30.600000000000023,0.25
1206,31.269841269841265,30.399999999999977,0.25
1207,32.22222222222223,30.5,0.25
1208,32.38095238095241,30.30000000000001,0.25
1209,32.69841269841271,30.30000000000001,0.25
1210,32.69841269841271,30.399999999999977,0.25
1211,31.904761904761926,30.80000000000001,0.25
1212,32.06349206349205,31,0.25
1213,31.587301587301567,30.80000000000001,0.25
1214,31.746031746031747,30.30000000000001,0.25
1215,32.06349206349205,30.19999999999999,0.25
1216,32.06349206349205,30.19999999999999,0.25
1217,32.53968253968253,30.100000000000023,0.25
1218,31.746031746031747,30.100000000000023,0.25
1219,31.428571428571445,29.80000000000001,0.25
1220,31.428571428571445,29.80000000000001,0.25
1221,31.587301587301567,29.69999999999999,0.25
1222,32.06349206349205,29.600000000000023,0.25
1223,32.53968253968253,29.80000000000001,0.25
1224,32.69841269841271,29.30000000000001,0.25
1225,33.01587301587301,29.5,0.25
1226,33.333333333333314,29.5,0.25
1227,33.01587301587301,29.5,0.25
1228,32.53968253968253,29.30000000000001,0.25
1229,32.22222222222223,29.100000000000023,0.25
1230,32.22222222222223,29,0.25
1231,32.69841269841271,29.399999999999977,0.25
1232,33.17460317460319,29.399999999999977,0.25
1233,33.17460317460319,29.5,0.25
1234,32.85714285714289,29.5,0.25
1235,32.53968253968253,29.399999999999977,0.25
1236,33.01587301587301,29.69999999999999,0.25
1237,32.69841269841271,29.600000000000023,0.25
1238,32.69841269841271,29.69999999999999,0.25
1239,31.904761904761926,30,0.25
1240,31.904761904761926,30.30000000000001,0.25
1241,32.06349206349205,30.30000000000001,0.25
1242,32.38095238095241,30.100000000000023,0.25
1243,32.38095238095241,30.19999999999999,0.25
1244,33.01587301587301,29.80000000000001,0.25
1245,32.38095238095241,30,0.25
1246,32.06349206349205,30.30000000000001,0.25
1247,31.904761904761926,30.100000000000023,0.25
1248,31.587301587301567,29.899999999999977,0.25
1249,31.587301587301567,29.80000000000001,0.25
1250,31.269841269841265,29.899999999999977,0.25
1251,30.952380952380963,29.69999999999999,0.25
1252,31.269841269841265,29.69999999999999,0.25
1253,31.269841269841265,29.600000000000023,0.25
1254,31.428571428571445,29.69999999999999,0.25
1255,31.904761904761926,29.30000000000001,0.25
1256,32.22222222222223,29,0.25
1257,32.22222222222223,29.100000000000023,0.25
1258,32.69841269841271,29.5,0.25
1259,32.85714285714289,29.5,0.25
1260,33.333333333333314,29.899999999999977,0.25
1261,33.01587301587301,30,0.25
1262,32.53968253968253,29.80000000000001,0.25
1263,32.85714285714289,30.399999999999977,0.25
1264,32.22222222222223,30.399999999999977,0.25
1265,32.38095238095241,30.600000000000023,0.25
1266,31.587301587301567,31.100000000000023,0.25
1267,31.428571428571445,31.30000000000001,0.25
1268,30.952380952380963,31,0.25
1269,30.793650793650784,31,0.25
1270,30.952380952380963,30.899999999999977,0.25
1271,30.47619047619048,30.30000000000001,0.25
1272,30.634920634920604,30.30000000000001,0.25
1273,30.793650793650784,30.600000000000023,0.25
1274,30.793650793650784,30.5,0.25
1275,30.47619047619048,30.5,0.25
1276,29.84126984126982,30.69999999999999,0.25
1277,29.682539682539698,30.899999999999977,0.25
1278,29.84126984126982,30.899999999999977,0.25
1279,29.84126984126982,30.899999999999977,0.25
1280,31.587301587301567,31.100000000000023,0.25
1281,31.111111111111086,31,0.25
1282,31.746031746031747,30.69999999999999,0.25
1283,32.06349206349205,30.399999999999977,0.25
1284,32.53968253968253,30.69999999999999,0.25
1285,32.22222222222223,30.5,0.25
1286,32.22222222222223,30.5,0.25
1287,32.06349206349205,30.5,0.25
1288,31.428571428571445,30.600000000000023,0.25
1289,31.746031746031747,30.600000000000023,0.25
1290,31.269841269841265,30.69999999999999,0.25
1291,31.904761904761926,30.399999999999977,0.25
1292,31.269841269841265,30.399999999999977,0.25
1293,31.428571428571445,30.5,0.25
1294,31.428571428571445,30.69999999999999,0.25
1295,31.428571428571445,31.19999999999999,0.25
1296,30.793650793650784,31.100000000000023,0.25
1297,31.269841269841265,31.100000000000023,0.25
1298,30.793650793650784,31.100000000000023,0.25
1299,30.952380952380963,31.100000000000023,0.25
1300,30.634920634920604,30.80000000000001,0.25
1301,30.793650793650784,31.19999999999999,0.25
1302,30.793650793650784,30.600000000000023,0.25
1303,30.952380952380963,30.69999999999999,0.25
1304,31.428571428571445,30.899999999999977,0.25
1305,30.793650793650784,31.399999999999977,0.25
1306,30.952380952380963,31.600000000000023,0.25
1307,30.952380952380963,31.30000000000001,0.25
1308,30,31.100000000000023,0.25
1309,30.47619047619048,31,0.25
1310,30.793650793650784,30.5,0.25
1311,31.269841269841265,30.80000000000001,0.25
1312,31.587301587301567,30.600000000000023,0.25
1313,31.111111111111086,30.69999999999999,0.25
1314,31.904761904761926,31.100000000000023,0.25
1315,32.22222222222223,31.19999999999999,0.25
1316,31.746031746031747,30.899999999999977,0.25
1317,31.111111111111086,31.19999999999999,0.25
1318,30.952380952380963,31.5,0.25
1319,31.269841269841265,31.19999999999999,0.25
1320,31.428571428571445,31.19999999999999,0.25
1321,31.904761904761926,31.5,0.25
1322,31.428571428571445,31.30000000000001,0.25
1323,31.428571428571445,31.69999999999999,0.25
1324,31.587301587301567,31.69999999999999,0.25
1325,31.269841269841265,32.30000000000001,0.25
1326,30.952380952380963,32.10000000000002,0.25
1327,30.793650793650784,31.69999999999999,0.25
1328,30.634920634920604,31.600000000000023,0.25
1329,31.269841269841265,31.30000000000001,0.25
1330,31.269841269841265,31.399999999999977,0.25
1331,30,31,0.25
1332,29.206349206349216,31.399999999999977,0.25
1333,29.365079365079396,31.69999999999999,0.25
1334,29.682539682539698,31.30000000000001,0.25
1335,28.888888888888914,31.600000000000023,0.25
1336,29.206349206349216,30.80000000000001,0.25
1337,29.52380952380952,30.30000000000001,0.25
1338,29.206349206349216,30.100000000000023,0.25
1339,29.365079365079396,30,0.25
1340,29.365079365079396,30,0.25
1341,29.52380952380952,30.19999999999999,0.25
1342,30.47619047619048,30.100000000000023,0.25
1343,30.793650793650784,29.80000000000001,0.25
1344,30.952380952380963,29.600000000000023,0.25
1345,30.634920634920604,30,0.25
1346,30.793650793650784,29.899999999999977,0.25
1347,30.793650793650784,30,0.25
1348,30.952380952380963,29.899999999999977,0.25
1349,30.952380952380963,29.80000000000001,0.25
1350,30.634920634920604,30.19999999999999,0.25
1351,30,30.399999999999977,0.25
1352,29.52380952380952,30,0.25
