"Category","air temp","ground temp"
0,0,0
1,20,20
2,20.15873015873018,20
3,20.317460317460302,20
4,20.15873015873018,20
5,20,20
6,20.15873015873018,20
7,20.15873015873018,20
8,20.15873015873018,20
9,20.317460317460302,20.19999999999999
10,20.317460317460302,20.19999999999999
11,20.317460317460302,20.30000000000001
12,20.47619047619048,20.30000000000001
13,20.63492063492066,20.399999999999977
14,20.793650793650784,20.399999999999977
15,20.952380952380963,20.600000000000023
16,20.952380952380963,20.600000000000023
17,20.793650793650784,20.600000000000023
18,21.111111111111086,20.600000000000023
19,21.111111111111086,20.600000000000023
20,21.111111111111086,20.69999999999999
21,21.428571428571445,20.80000000000001
22,21.587301587301567,20.899999999999977
23,21.587301587301567,20.899999999999977
24,21.746031746031747,20.899999999999977
25,22.06349206349205,20.899999999999977
26,21.904761904761926,21.100000000000023
27,22.22222222222223,21.100000000000023
28,22.380952380952408,21.19999999999999
29,22.53968253968253,21.19999999999999
30,22.69841269841271,21.19999999999999
31,23.015873015873012,21.30000000000001
32,23.492063492063494,21.30000000000001
33,23.809523809523796,21.30000000000001
34,24.285714285714278,21.399999999999977
35,24.76190476190476,21.399999999999977
36,25.07936507936506,21.5
37,25.23809523809524,21.80000000000001
38,25.23809523809524,22.100000000000023
39,25.07936507936506,22.100000000000023
40,25.23809523809524,22.100000000000023
41,25.873015873015902,22.100000000000023
42,25.555555555555543,22.5
43,25.714285714285722,22.899999999999977
44,25.873015873015902,23
45,26.507936507936506,23.19999999999999
46,26.507936507936506,23.80000000000001
47,26.984126984126988,24.5
48,27.30158730158729,24.69999999999999
49,27.619047619047592,24.80000000000001
50,28.095238095238074,24.899999999999977
51,28.095238095238074,25
52,28.571428571428555,25.5
53,28.571428571428555,25.600000000000023
54,28.571428571428555,25.600000000000023
55,28.095238095238074,25.5
56,28.253968253968253,25.69999999999999
57,28.730158730158735,26.100000000000023
58,28.888888888888914,26.19999999999999
59,28.571428571428555,26.19999999999999
60,29.047619047619037,26.5
61,29.206349206349216,26.69999999999999
62,29.84126984126982,26.600000000000023
63,28.888888888888914,27
64,29.365079365079396,27.100000000000023
65,30,27.19999999999999
66,30.47619047619048,27.30000000000001
67,30.793650793650784,27.5
68,29.84126984126982,27.5
69,29.047619047619037,27.5
70,29.365079365079396,27.5
71,29.047619047619037,27.80000000000001
72,29.365079365079396,27.80000000000001
73,29.84126984126982,27.399999999999977
74,29.84126984126982,27.600000000000023
75,29.206349206349216,27.600000000000023
76,29.206349206349216,27.80000000000001
77,29.206349206349216,27.899999999999977
78,29.047619047619037,28.100000000000023
79,29.52380952380952,28.30000000000001
80,29.52380952380952,28.600000000000023
81,29.365079365079396,28.69999999999999
82,29.206349206349216,28.899999999999977
83,28.730158730158735,29
84,28.412698412698433,28.899999999999977
85,28.571428571428555,28.80000000000001
86,28.730158730158735,28.80000000000001
87,29.047619047619037,29.399999999999977
88,29.682539682539698,30
89,29.206349206349216,29.899999999999977
90,28.730158730158735,29.80000000000001
91,28.253968253968253,29.600000000000023
92,28.253968253968253,29.399999999999977
93,28.253968253968253,29.80000000000001
94,27.93650793650795,29.899999999999977
95,28.412698412698433,29.80000000000001
96,28.095238095238074,29.80000000000001
97,27.93650793650795,30
98,27.46031746031747,30
99,27.93650793650795,29.80000000000001
100,28.253968253968253,29.69999999999999
101,29.047619047619037,29.80000000000001
102,28.730158730158735,30.5
103,28.888888888888914,30.19999999999999
104,29.682539682539698,30.600000000000023
105,30,30.80000000000001
106,30.317460317460302,30.69999999999999
107,30,30.600000000000023
108,29.365079365079396,30.69999999999999
109,29.365079365079396,30.69999999999999
110,29.206349206349216,31
111,28.888888888888914,30.600000000000023
112,29.047619047619037,30.19999999999999
113,29.682539682539698,30.5
114,29.682539682539698,30
115,30.15873015873018,30.100000000000023
116,30.47619047619048,30.19999999999999
117,30,29.899999999999977
118,29.52380952380952,30.19999999999999
119,29.365079365079396,30.30000000000001
120,29.206349206349216,30.600000000000023
121,29.682539682539698,30.399999999999977
122,29.365079365079396,30.69999999999999
123,29.84126984126982,30.600000000000023
124,29.84126984126982,31
125,29.365079365079396,31.30000000000001
126,29.84126984126982,31
127,29.52380952380952,30.600000000000023
128,29.52380952380952,30.600000000000023
129,29.84126984126982,30.5
130,29.52380952380952,31.30000000000001
131,30.15873015873018,31.100000000000023
132,30,30.600000000000023
133,30.15873015873018,30.19999999999999
134,29.84126984126982,30.100000000000023
135,29.84126984126982,30.19999999999999
136,30.317460317460302,30.5
137,30.952380952380963,30.5
138,30.952380952380963,30.69999999999999
139,31.587301587301567,30.600000000000023
140,31.587301587301567,31
141,30.47619047619048,31.19999999999999
142,30.47619047619048,30.899999999999977
143,30.15873015873018,30.899999999999977
144,30.793650793650784,30.899999999999977
145,30.634920634920604,31
146,29.84126984126982,31.100000000000023
147,29.84126984126982,30.600000000000023
148,29.682539682539698,30.80000000000001
149,30,31
150,29.84126984126982,31
151,30,30.899999999999977
152,29.682539682539698,30.5
153,30.317460317460302,30.80000000000001
154,29.682539682539698,31.399999999999977
155,29.206349206349216,31.30000000000001
156,29.52380952380952,31.5
157,29.365079365079396,31.30000000000001
158,29.206349206349216,31.30000000000001
159,29.047619047619037,31.19999999999999
160,28.888888888888914,31.399999999999977
161,29.047619047619037,31.19999999999999
