"Category","air temp","ground temp"
0,0,0
1,20,20
2,20,20
3,20,20
4,20,20
5,20,20
6,20,20
7,20,20
8,20,20
9,20,20
10,20,20
11,20,20
12,20,20
13,20,20
14,20,20
15,20,20
16,20,20
17,20,20
18,20,20
19,20,20
20,20,20
21,20,20
22,20.19607843137254,20
23,20.78431372549022,20
24,20.980392156862763,20
25,21.372549019607845,20
26,21.764705882352928,20
27,21.96078431372547,20
28,22.35294117647061,20
29,22.54901960784315,20
30,22.74509803921569,20
31,22.35294117647061,20
32,22.74509803921569,20
33,23.529411764705856,20
34,23.921568627450995,20
35,23.529411764705856,20
36,24.313725490196077,20
37,23.921568627450995,20
38,23.921568627450995,20
39,24.117647058823536,20.100000000000023
40,23.529411764705856,20.100000000000023
41,23.725490196078454,20.100000000000023
42,23.921568627450995,20.100000000000023
43,24.313725490196077,20.30000000000001
44,24.50980392156862,20.399999999999977
45,24.50980392156862,20.5
46,24.9019607843137,20.600000000000023
47,25.0980392156863,20.600000000000023
48,26.078431372549005,20.600000000000023
49,26.274509803921546,20.600000000000023
50,26.470588235294144,20.69999999999999
51,26.274509803921546,20.69999999999999
52,25.686274509803923,20.80000000000001
53,25.29411764705884,20.80000000000001
54,24.9019607843137,20.899999999999977
55,25.0980392156863,20.899999999999977
56,25.29411764705884,20.899999999999977
57,24.9019607843137,21.30000000000001
58,25.49019607843138,21.399999999999977
59,26.078431372549005,21.399999999999977
60,25.882352941176464,21.5
61,25.686274509803923,21.80000000000001
62,26.078431372549005,21.80000000000001
63,26.078431372549005,21.80000000000001
64,27.84313725490199,21.899999999999977
65,27.25490196078431,22
66,27.25490196078431,22.100000000000023
67,27.45098039215685,22.100000000000023
68,27.45098039215685,22.19999999999999
69,27.058823529411768,22.19999999999999
70,26.470588235294144,21.899999999999977
71,25.686274509803923,22.100000000000023
72,26.470588235294144,22
73,26.470588235294144,21.80000000000001
74,26.470588235294144,22.100000000000023
75,25.49019607843138,22.19999999999999
76,25.29411764705884,22.30000000000001
77,26.862745098039227,22.399999999999977
78,26.666666666666686,22.5
79,26.862745098039227,22.5
80,27.058823529411768,22.5
81,26.862745098039227,22.30000000000001
82,27.25490196078431,22.30000000000001
83,28.235294117647072,22.19999999999999
84,27.25490196078431,22.19999999999999
85,27.45098039215685,22.100000000000023
86,27.84313725490199,22.100000000000023
87,27.45098039215685,22.100000000000023
88,26.862745098039227,22.30000000000001
89,26.666666666666686,22.399999999999977
90,26.666666666666686,22.5
91,26.666666666666686,22.5
92,26.274509803921546,22.5
93,27.45098039215685,22.69999999999999
94,28.03921568627453,22.69999999999999
95,26.862745098039227,22.69999999999999
96,26.470588235294144,22.69999999999999
97,26.470588235294144,22.600000000000023
98,27.058823529411768,22.69999999999999
99,26.666666666666686,22.600000000000023
100,25.882352941176464,22.600000000000023
101,26.862745098039227,22.69999999999999
102,27.058823529411768,22.600000000000023
103,26.470588235294144,22.600000000000023
104,26.862745098039227,22.69999999999999
105,26.862745098039227,22.899999999999977
106,27.45098039215685,23.100000000000023
107,26.862745098039227,23.100000000000023
108,26.862745098039227,23.100000000000023
109,26.862745098039227,23.30000000000001
110,26.862745098039227,23.30000000000001
111,27.45098039215685,23.19999999999999
112,27.84313725490199,23.30000000000001
113,27.84313725490199,23.19999999999999
114,27.45098039215685,23.19999999999999
115,27.45098039215685,23.30000000000001
116,28.431372549019613,23.30000000000001
117,28.235294117647072,23.19999999999999
118,28.235294117647072,23.30000000000001
119,26.862745098039227,23.30000000000001
120,26.862745098039227,23
121,29.411764705882376,22.69999999999999
122,29.019607843137237,22.600000000000023
123,28.823529411764696,22.80000000000001
124,28.823529411764696,22.80000000000001
125,29.411764705882376,22.69999999999999
126,29.21568627450978,22.600000000000023
127,29.21568627450978,22.80000000000001
128,29.80392156862746,23
129,30,22.899999999999977
130,30.588235294117624,23
131,30.980392156862763,22.899999999999977
132,30.19607843137254,22.80000000000001
133,30.784313725490165,22.69999999999999
134,30.980392156862763,22.80000000000001
135,31.372549019607845,22.69999999999999
136,30.19607843137254,22.80000000000001
137,30.19607843137254,22.899999999999977
138,30.19607843137254,23
139,29.411764705882376,23
140,28.627450980392155,22.80000000000001
141,27.45098039215685,22.899999999999977
142,27.84313725490199,22.80000000000001
143,28.235294117647072,22.899999999999977
144,29.607843137254918,23.100000000000023
145,29.411764705882376,23.100000000000023
146,29.80392156862746,22.899999999999977
147,30.392156862745082,23.100000000000023
148,30.392156862745082,23.19999999999999
149,28.823529411764696,23.100000000000023
150,29.80392156862746,23
151,29.80392156862746,23.19999999999999
152,29.607843137254918,23
153,29.411764705882376,23.19999999999999
154,28.823529411764696,23.100000000000023
155,28.627450980392155,22.899999999999977
156,28.823529411764696,23.19999999999999
157,30.392156862745082,22.899999999999977
158,29.411764705882376,23.100000000000023
159,28.627450980392155,23.19999999999999
160,28.823529411764696,23.19999999999999
161,28.431372549019613,23.100000000000023
162,28.823529411764696,23.100000000000023
163,28.627450980392155,23
164,28.627450980392155,22.899999999999977
165,29.411764705882376,23
166,28.627450980392155,23
167,28.823529411764696,23
168,29.411764705882376,22.899999999999977
169,29.411764705882376,22.899999999999977
170,29.607843137254918,22.5
171,28.431372549019613,22.80000000000001
172,29.80392156862746,22.899999999999977
173,30.392156862745082,22.899999999999977
